TaxonId,Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,0.5,PFS,Ca,SV,Sk,Information
256289,Steklar,Odontocolon spinipes,Odontocolon spinipes,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2b(iii)
256291,Steklar,Xorides rufipes,Xorides rufipes,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2b(iii)
256295,Steklar,Xorides depressus,Xorides depressus,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B1ab(iii)
256300,Steklar,Xorides indicatorius,Xorides indicatorius,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2b(iii)
256335,Svampar,taggfingersvamp,Ramaria karstenii,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c+3c+4c
256337,Svampar,Gyromitra parma,Gyromitra parma,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
256553,Kärlväxter,kilbjörnbär,Rubus silvaticus,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
256754,Svampar,lundfingersvamp,Ramaria krieglsteineri,Nära hotad NT,,,,,,,,,,,H-H,,"Rödlistekriterium 2020: D1

Signalvärde: Högt

Påträffas vanligen i gamla eller mycket gamla skogar på kalkrik mark. Förekommer normalt mycket lång kontinuitet av olika ädellövträd eller hassel."
256756,Svampar,blek fingersvamp,Ramaria pallida,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A2c+3c+4c; C2a(i)

Signalvärde: Påtagligt

Indikerar långvarig kontinuitet av barr- och lövskogsekosystem."
256840,Svampar,lilafotad fingersvamp,Ramaria fennica,Starkt hotad EN,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Högt-Mycket högt

Indikerar normalt lång kontinuitet av gran på starkt kalkhaltig mark. "
256841,Svampar,grålila fingersvamp,Ramaria fumigata,Nära hotad NT,,,,,,,,,,,H-H,,"Rödlistekriterium 2020: D1

Signalvärde: Högt

En sydlig nemoral ädellövskogsart som påträffas främst i gamla eller mycket gamla bokskogar på mullrik mark. Sannolikt en termofil. Enstaka fynd under ek och avenbok. "
256842,Svampar,sydlig taggfingersvamp,Ramaria spinulosa,Sårbar VU,,,,,,,,,,,H-H,,"Rödlistekriterium 2020: D1

Signalvärde: Högt

Påträffas vanligen i gamla eller mycket gamla bokskogar på kalkrik mark. Förekommer normalt mycket lång kontinuitet av olika ädellövträd och/eller hassel i området. Den är mycket sällsynt och bara känd från enstaka platser i Skåne, södra Småland, Halland och Bohuslän."
257107,Lavar,blek lundlav,Bacidia rosellizans,Nära hotad NT,,,,,,,,,,,P-H,,"Rödlistekriterium 2020: A2bc+3bc+4bc

Signalvärde: Påtagligt-Högt

Framförallt påträffad på medelålders till äldre aspar (från 80-150-åriga träd) i olika typer av asprika biotoper, vanligtvis i naturskogsartad asprik barrskog."
257108,Lavar,tät korallorangelav,Blastenia coralliza,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3bc+4bc
257114,Lavar,Degelius placodlav,Squamarina degelii,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
258343,Svampar,sprängnästing,Cryptosporella hypodermia,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3ce
258576,Fjärilar,skimmersvampmal,Pelecystola fraudulentella,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
258836,Svampar,Hapalocystis bicaudata,Hapalocystis bicaudata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c
258917,Svampar,Hypoxylon petriniae,Hypoxylon petriniae,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c
259082,Fjärilar,Eumedonia eumedon arenicola,Eumedonia eumedon arenicola,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: B1ab(ii,iii,v)+2ab(ii,iii,v)

Signalvärde: Mycket högt

Den skånska underarten av brun blåvinge som har blodnäva som värdväxt (där den vanligare underarten borealis istället främst använder midsommarblomster). Populationerna är små och isolerade. Denna underart är knuten till en miljö som hyser en lång rad andra hotade och sällsynta arter, en mycket god signalart för marker med höga naturvärden."
259083,Fjärilar,Eumedonia eumedon praticola,Eumedonia eumedon praticola,Sårbar VU,,,,,,,,,,,H-H,,"Rödlistekriterium 2020: B2ab(ii,iii,v)

Signalvärde: Högt

Den underart av brun blåvinge som förekommer på Öland och Gotland. Den använder primärt blodnäva som värdväxt (medan underarten borealis på fastlandet utom Skåne använder midsommablomster i första hand). Knuten till biotoper som hyser en lång rad sällsynta och hotade arter och kan därför anses som en god signalart."
259204,Mossor,jökelgräsmossa,Sciuro-hypnum dovrense,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
259205,Mossor,lysbryum,Bryum gemmilucens,Kunskapsbrist DD,,,,,,,,,,,0-0,,
259206,Mossor,klippklotmossa,Mannia triandra,Akut hotad CR,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
259813,Svampar,Orbilia comma,Orbilia comma,Kunskapsbrist DD,,,,,,,,,,,0-0,,
260258,Svampar,Splanchnonema foedans,Splanchnonema foedans,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3ce
260351,Kärlväxter,backjungfrulin,Polygala vulgaris subsp. collina,Starkt hotad EN,,x,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: B1ab(v)

Signalvärde: Mycket högt

Backjungfrulin växer i kustnära torrängar och är konkurrenssvag. Backjungfrulin är en signalart för hävd."
260575,Svampar,laxrosa ticka,Aurantiporus priscus,Starkt hotad EN,,,,,,,,,,x,MH-MH,,"Rödlistekriterium 2020: D

Signalvärde: Mycket högt

En mycket sällsynt art som är en av våra främsta naturvärdesindikatorer på starkt skyddsvärda tallnaturskogar i boreala områden (taigan). Den visar på långvarig kontinuitet med gammal tall samt kontinuitet på död tallved av en speciell naturvärdeskvalité som det tar mycket lång tid att utveckla (troligen mer än 1000 år)."
261037,Tvåvingar,svarttaggig mulmblomfluga,Chalcosyrphus rufipes,Kunskapsbrist DD,,,,,,,,,,,0-0,,
261299,Steklar,Cimbex fagi,Cimbex fagi,Kunskapsbrist DD,,,,,,,,,,,0-0,,
261452,Steklar,Abia nitens,Abia nitens,Kunskapsbrist DD,,,,,,,,,,,0-0,,
262092,Alger,piskgelé,Chaetophora flagellifera,Kunskapsbrist DD,,,,,,,,,,,0-0,,
262093,Alger,prickgelé,Chaetophora punctiformis,Kunskapsbrist DD,,,,,,,,,,,0-0,,
262167,Däggdjur,nymffladdermus,Myotis alcathoe,Starkt hotad EN,,,,,IV,,4§,,,,H-MH,,"Rödlistekriterium 2020: D

Arten kräver noggrant skydd enligt art- och habitatdirektivet. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet.

Nymffladdermus (Myotis alcathoe) är fridlyst enligt 4 a § i hela landet.

Signalvärde: Högt-Mycket högt

Mycket sällsynt art. Har hittills påträffats främst i lövskog i anslutning till vatten, men habitatkraven är inte väl kända. I Sverige har den hittats i bokskog med bäckraviner, i sluttande lövskog mot vatten och skogsklädda krön. Signalerar troligen alltid som minst höga naturvärden."
262707,Kärlväxter,dansk stensöta,Polypodium interjectum,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
263588,Svampar,liten klubbdyna,Trichoderma seppoi,Kunskapsbrist DD,,,,,,,,,,,0-0,,
263676,Alger,gytterkula,Rivularia beccariana,Kunskapsbrist DD,,,,,,,,,,,0-0,,
263679,Alger,hårdkula,Rivularia dura,Kunskapsbrist DD,,,,,,,,,,,0-0,,
263680,Alger,blodkula,Rivularia haematites,Kunskapsbrist DD,,,,,,,,,,,0-0,,
263706,Alger,pilörtsplätt,Desmosiphon maculans,Kunskapsbrist DD,,,,,,,,,,,0-0,,
263715,Alger,krustkudde,Pulvinularia suecica,Kunskapsbrist DD,,,,,,,,,,,0-0,,
263718,Alger,korallpricktråd,Stigonema mesentericum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
264143,Lavar,brittisk torsklav,Peltigera britannica,Nationellt utdöd RE,,,,,,,,,,,0-0,,
264147,Lavar,atlantcresponia,Cresponea premnea,Nationellt utdöd RE,,,,,,,,,,,0-0,,
264287,Kärlväxter,pysslinglåsbräken,Botrychium tenebrosum,Starkt hotad EN,,,,,,,,,,,MH-MH,3,"Rödlistekriterium 2020: D

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km.

Signalvärde: Mycket högt"
264299,Kärlväxter,japansk andmat,Lemna japonica,Kunskapsbrist DD,,,,,,,,,,,0-0,,
264390,Kärlväxter,ryssrör,Calamagrostis lapponica subsp. sibirica,Kunskapsbrist DD,,,,,,,,,,,0-0,,
264414,Kärlväxter,nordsaltgräs,Puccinellia nutkaënsis,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
264438,Kärlväxter,raggsmörblomma,Ranunculus subborealis subsp. villosus,Kunskapsbrist DD,,,,,,,,,,,0-0,,
264450,Kärlväxter,äkta gulkronill,Hippocrepis emerus subsp. emerus,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B1ab(iii,v)+2ab(iii,v)"
264501,Kärlväxter,steningebjörnbär,Rubus sordirosanthus,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
264685,Kärlväxter,bredgentiana,Gentianella campestris,Starkt hotad EN,x,x,,x,,,,,,,H-MH,,"Rödlistekriterium 2020: A2ab

Kalkgräsmarker (6210)

Signalvärde: Högt-Mycket högt"
264742,Kärlväxter,ängsklint,Centaurea phrygia,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v)"
264842,Skalbaggar,Ernobius pruinosus,Ernobius pruinosus,Kunskapsbrist DD,,,,,,,,,,,H-X,,"Signalvärde: Högt

I Norden endast funnen på Gotska Sandön där larvutvecklingen sker i nedfallna tallkottar i gles tallskog på flygsand."
264893,Fjärilar,styvskinnsmal,Nemapogon gliriellus,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
264959,Kärlväxter,englandsnycklar,Dactylorhiza majalis subsp. integrata,Sårbar VU,,,,,,,8§,,,,0-0,3,"Rödlistekriterium 2020: D2

Englandsnycklar (Dactylorhiza majalis subsp. integrata) är fridlyst enligt 8 § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km."
265108,Svampar,Tomentella italica,Tomentella italica,Kunskapsbrist DD,,,,,,,,,,,0-0,,
265348,Kärlväxter,hedjungfrulin,Polygala serpyllifolia,Starkt hotad EN,,x,,,,,,,,,H-H,,"Rödlistekriterium 2020: B1ab(v)

Signalvärde: Högt"
266115,Kärlväxter,hammarfibbla,Hieracium crinellum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2a; D1
266116,Kärlväxter,havsfibbla,Hieracium marinum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266117,Kärlväxter,kejsarfibbla,Hieracium eulasium,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
266118,Kärlväxter,furstefibbla,Hieracium praecellans,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266120,Kärlväxter,svanlundsfibbla,Hieracium svanlundii,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
266121,Kärlväxter,grov klippfibbla,Hieracium gigantocybe,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
266122,Kärlväxter,uppländsk klippfibbla,Hieracium oreades,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v); C2a(i)"
266125,Kärlväxter,victoriafibbla,Hieracium victoriae,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
266126,Kärlväxter,flikig klippfibbla,Hieracium saxifragum,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
266128,Kärlväxter,hurtfibbla,Hieracium hilare,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266130,Kärlväxter,sabelfibbla,Hieracium falcifolium,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266131,Kärlväxter,guldbergsfibbla,Hieracium guldbergense,Kunskapsbrist DD,,,,,,,,,,,0-0,,
266133,Kärlväxter,getfibbla,Hieracium pseudonosmoides,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
266134,Kärlväxter,åsnefibbla,Hieracium onosmoides,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
266135,Kärlväxter,ängelsbergsfibbla,Hieracium oxymorphum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
266136,Kärlväxter,ostkustfibbla,Hieracium rufescens,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2a
266137,Kärlväxter,västkustfibbla,Hieracium norvegicum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266138,Kärlväxter,hallonfibbla,Hieracium hispidosum,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
266140,Kärlväxter,tvåtandad fibbla,Hieracium diodontum,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266268,Kärlväxter,bayersk maskros,Taraxacum bavaricum,Akut hotad CR,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
266280,Kärlväxter,älgfibbla,Hieracium alces,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266283,Kärlväxter,edstafibbla,Hieracium luculentorum,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266287,Kärlväxter,flaggfibbla,Hieracium vexillatum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
266288,Kärlväxter,slarvfibbla,Hieracium amorphophyllum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267005,Kärlväxter,ugglarpsbjörnbär,Rubus cordatiformis,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
267006,Kärlväxter,buerabjörnbär,Rubus onsalaënsis,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
267007,Kärlväxter,söndrumsbjörnbär,Rubus soendrumensis,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
267008,Kärlväxter,rydetbjörnbär,Rubus rugulosus,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
267009,Kärlväxter,onsalabjörnbär,Rubus polybracteatus,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
267043,Kärlväxter,Hieracium ravidum var. pectinellum,Hieracium ravidum var. pectinellum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267049,Kärlväxter,Hieracium capituliferum,Hieracium capituliferum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267050,Kärlväxter,Hieracium chroocentrum,Hieracium chroocentrum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267051,Kärlväxter,Hieracium drimyodon,Hieracium drimyodon,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
267052,Kärlväxter,Hieracium eubalium,Hieracium eubalium,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267055,Kärlväxter,idrefibbla,Hieracium idrense,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267056,Kärlväxter,Hieracium praefarinosum,Hieracium praefarinosum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267057,Kärlväxter,Hieracium prasiophyllum,Hieracium prasiophyllum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267059,Kärlväxter,Hieracium subaustrinum,Hieracium subaustrinum,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
267060,Kärlväxter,Hieracium sublestum,Hieracium sublestum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267061,Kärlväxter,Hieracium subsilvaticum,Hieracium subsilvaticum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267062,Kärlväxter,Hieracium valdeacutum,Hieracium valdeacutum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267089,Kärlväxter,Hieracium marginelliceps,Hieracium marginelliceps,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
267090,Kärlväxter,Hieracium subglaucellum,Hieracium subglaucellum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
267319,Skalbaggar,Cryptophagus jakowlewi,Cryptophagus jakowlewi,Kunskapsbrist DD,,,,,,,,,,,P-X,,"Signalvärde: Påtagligt

Biologin är dåligt känd. Fynd av artparet confertus/jakowlewi finns såväl från naturskogsmiljöer som höavfall i ängslador."
2001255,Fjärilar,bastardsvärmare,Zygaenidae,Nära hotad NT,,,,,,,,,,x,P-H,,"Rödlistekriterium 2020: A2c

Rödlistekriterium 2020: A2c

Alla bastardsvärmare, oavsett art, är rödlistade och fungerar som indikatorarter. De visar då på örtrika marker, kontinuitet och samband på landskapsnivå.

Signalvärde: Påtagligt-Högt"
6000135,Lavar,alvaranema,Anema nummularium,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
6000188,Lavar,norsk belonia,Gyalecta nidarosiensis,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
6000248,Lavar,mörk kådsvartspik,Chaenothecopsis montana,Kunskapsbrist DD,,,,,,,,,,x,H-H,,"Signalvärde: Högt

Mörk kådsvartspik lever på kåda eller kådindränkt ved av barrträd. Påträffas huvudsakligen i gammelskog och kan användas som en god indikator på lång skoglig kontinuitet."
6000423,Lavar,Nephroma helveticum,Nephroma helveticum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6001662,Blötdjur,flatsköldnuding,Knoutsodonta depressa,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6001698,Blötdjur,dubbelvårting,Crimora papillata,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6001729,Blötdjur,kalstjärtsnuding,Borealea nobilis,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D2
6001737,Blötdjur,rosa rusknuding,Cumanotus beaumonti,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D2
6001763,Blötdjur,laxrosa kamnuding,Catriona aurantia,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
6001782,Blötdjur,taggkottnuding,Doto pinnatifida,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6001984,Skalbaggar,Dropephylla heerii,Dropephylla heerii,Kunskapsbrist DD,,,,,,,,,,,H-X,,"Signalvärde: Högt

Mycket sällsynt art. Larvutvecklingen sker under bark på nyligen döda träd, främst tall i naturskogsartade tallbestånd och brandfält. Känd från ett fåtal lokaler på Gotland (Gotska Sandön), i Närke och Södermanland."
6002893,Kärlväxter,gotlandsnycklar,Dactylorhiza majalis subsp. elatior,Starkt hotad EN,,,,,,,8§,,,,0-0,3,"Rödlistekriterium 2020: C2a(i); D

Gotlandsnycklar (Dactylorhiza majalis subsp. elatior) är fridlyst enligt 8 § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km."
6002928,Mossor,trubbig rävsvansmossa,Thamnobryum neckeroides,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
6002934,Svampar,askfingersvamp,Clavaria greletii,Sårbar VU,,,,,,,,,,x,MH-MH,,"Rödlistekriterium 2020: C1+2a(i)

Signalvärde: Mycket högt

Askfingersvamp förekommer bland mossa och låg gräsvegetation i naturbetesmark, främst tidigare slåttermark, på marker med något förhöjt ph-värde (främst grönstensområden), men även påträffad på utmagrade silikatgräsmarker. Nyligen uppmärksammad, tämligen anonym och förmodligen något förbisedd men mycket sällsynt. Den är en mycket bra indikator på värdefulla gräsmarker."
6002935,Svampar,Hymenoscyphus albidus s. str.,Hymenoscyphus albidus s. str.,Kunskapsbrist DD,,,,,,,,,,,X-X,,Signalvärde: -
6002970,Skalbaggar,Atomaria affinis,Atomaria affinis,Nära hotad NT,,,,,,,,,,,H-X,,"Rödlistekriterium 2020: B2ab(iii)

Signalvärde: Högt"
6002972,Skalbaggar,Atomaria pseudaffinis,Atomaria pseudaffinis,Kunskapsbrist DD,,,,,,,,,,,P-X,,Signalvärde: Påtagligt
6003116,Svampar,davidsmusseron,Tricholoma ilkkae,Sårbar VU,,,,,,,,,,x,MH-MH,,"Rödlistekriterium 2020: A2c; C2a(i)

Signalvärde: Mycket högt

Samtliga förekomster kan tolkas som relikter och varje lokal har mycket högt skyddsvärde. Där flera musseronarter uppträder tillsammans eller där det förekommer sårbara eller starkt hotade musseronarter, indikerar de speciella markförhållanden samt att barrskogsekosystemet sannolikt har en mycket långvarig kontinuitet i området."
6003117,Svampar,doftmusseron,Tricholoma dulciolens,Sårbar VU,,,,,,,,,,,H-H,,"Rödlistekriterium 2020: A2c+3c+4c; C2a(i)

Signalvärde: Högt

Doftmusseron växer på bördig och vanligtvis något kalkpåverkad mark med gran. På lokalerna föreligger troligen en mycket långvarig kontinuitet med gran. "
6003137,Svampar,Tricholoma sulphurescens,Tricholoma sulphurescens,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
6003138,Svampar,Tricholoma boreosulphurescens,Tricholoma boreosulphurescens,Kunskapsbrist DD,,,,,,,,,,x,X-X,,"Signalvärde: -

Nordlig art knuten till skogar med inslag av björk som aldrig kalavverkats."
6003229,Svampar,mjöltaggsvamp,Hydnellum lepidum,Sårbar VU,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: D1

Signalvärde: Mycket högt

Indikerar långvarig kontinuitet av bok/bergek. Arten är värmekrävande och växer främst med bok (ibland bergek) på mullrik mark i gynsamma lägen, gärna på rikare mark. Arten är överallt mycket sällsynt."
6003235,Svampar,bananspindling,Cortinarius nanceiensis,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
6003253,Svampar,Otidea mirabilis,Otidea mirabilis,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6003295,Svampar,odörspindling,Cortinarius russeoides,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Påtagligt

Indikerar vanligen kalkrik mark."
6003296,Svampar,stor odörspindling,Cortinarius mussivus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c+3c+4c; C2a(i)
6003297,Svampar,spricktaggsvamp,Hydnellum glaucopus,Sårbar VU,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Mycket högt

En sällsynt ""toppart"" som signalerar starkt skyddsvärda kalkgranskogar. Arten påträffas normalt på kalkrik mark med lång trädkontinuitet av gran."
6003298,Svampar,ruttaggsvamp,Hydnellum illudens,Sårbar VU,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: A2c+3c+4c; C2a(i)

Signalvärde: Högt-Mycket högt

Signalerar höga naturvärden, särskilt där flera kork- och fjälltaggsvampar påträffas tillsammans. Arten påträffas normalt på kalkrik mark med lång trädkontinuitet av tall."
6003353,Svampar,Elaphomyces septatus,Elaphomyces septatus,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: D

Signalvärde: Mycket högt"
6003412,Lavar,röd kådsvartspik,Chaenothecopsis zebrina,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6003426,Svampar,kalkfingersvamp,Ramaria brienzensis,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: D

Signalvärde: Mycket högt

Påträffad en gång på Gotland i en igenvuxen löväng samt ett par gånger i Skåne i bokskog på mycket kalkrik mark. Förekommer normalt mycket lång kontinuitet av olika ädellövträd eller hassel."
6003436,Fjärilar,knölsyskevecklare,Endothenia pullana,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2a; D2
6003482,Alger,grenhuding,Protoderma frequens,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6003486,Tvåvingar,Paradryomyza spinigera,Paradryomyza spinigera,Kunskapsbrist DD,,,,,,,,,,,0-0,,
6003554,Svampar,sträv jordstjärna,Geastrum berkeleyi,Starkt hotad EN,,,,,,,,,,x,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

En sällsynt art som är knuten till skog på starkt kalkrika marker. Indikerar vanligen skogsekosystem som uppnått hög ålder, sen succession och långvarig kontinuitet av skogsmiljön. Arten är sällsynt och förekommer i landets södra delar från Skåne till Uppland. "
6003555,Svampar,kornig jordstjärna,Geastrum pseudostriatum,Starkt hotad EN,,,,,,,,,,x,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

En art knuten till torra, öppna, kalkrika och sandiga gräsmarker, en karaktärsart för sandstäppsvegetationen i östra Skåne och på Öland. I stor utsträckning knuten till mycket exklusiva miljöer med en lång rad andra sällsynta och rödlistade arter."
